AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
7546,POLICE OFFICER                     ,M,W ,40 - 49,45,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,16,1374
7547,POLICE SERGEANT                    ,M,B ,40 - 49,43,SWAT UNIT                                              ,STAFF                                                  ,16,1375
7548,POLICE OFFICER                     ,M,W ,50 - 59,50,TECHNICAL SERVICES                                     ,TECHNICAL SERVICES                                     ,16,1376
7549,POLICE LIEUTENANT                  ,M,W ,50 - 59,53,1ST DIVISION                                           ,STAFF                                                  ,16,1377
7881,POLICE OFFICER                     ,M,H ,50 - 59,57,1ST DIVISION                                           ,BIKE PLATOON                                           ,12,1378
7786,POLICE SERGEANT                    ,M,W ,40 - 49,44,8TH DIVISION                                           ,2ND PLATOON                                            ,13,1379
7699,POLICE SERGEANT                    ,M,W ,40 - 49,41,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,14,1380
7854,POLICE OFFICER                     ,F,W ,40 - 49,43,6TH DIVISION                                           ,DETECTIVES                                             ,12,1381
7743,POLICE RECRUIT                     ,F,W ,30 - 39,37,FORMER EMPLOYEE                                        ,,0,1382
7565,POLICE OFFICER                     ,M,W ,40 - 49,47,FORMER EMPLOYEE                                        ,,16,1383
7616,POLICE OFFICER                     ,M,W ,40 - 49,40,FOCUSED INTELLIGENCE UNIT                              ,MAJOR CASE SQUAD                                       ,15,1384
7737,POLICE OFFICER                     ,M,W ,30 - 39,38,FOCUSED INTELLIGENCE UNIT                              ,MAJOR CASE SQUAD                                       ,14,1385
7750,POLICE SERGEANT                    ,M,W ,40 - 49,41,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,14,1386
7018,POLICE OFFICER                     ,M,W ,30 - 39,32,8TH DIVISION                                           ,2ND PLATOON                                            ,10,1387
7753,POLICE OFFICER                     ,M,B ,40 - 49,47,4TH DIVISION                                           ,2ND PLATOON                                            ,14,1388
7763,POLICE OFFICER                     ,M,W ,40 - 49,49,1ST DIVISION                                           ,3RD PLATOON                                            ,14,1389
7757,POLICE OFFICER                     ,M,W ,40 - 49,45,SCHOOL RESOURCE OFFICERS                               ,STAFF                                                  ,14,1390
7758,POLICE LIEUTENANT                  ,M,W ,40 - 49,43,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,14,1391
7754,POLICE OFFICER                     ,M,W ,30 - 39,38,MAJOR CASE UNIT                                        ,MAJOR CASE SQUAD                                       ,14,1392
7762,POLICE OFFICER                     ,M,W ,50 - 59,50,2ND DIVISION                                           ,1ST PLATOON                                            ,14,1393
7760,POLICE OFFICER                     ,M,W ,50 - 59,51,FORMER EMPLOYEE                                        ,,14,1394
7764,POLICE OFFICER                     ,M,W ,40 - 49,41,TRAFFIC                                                ,2ND PLATOON                                            ,14,1395
7756,POLICE OFFICER                     ,M,W ,40 - 49,48,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,14,1396
7761,POLICE OFFICER                     ,M,W ,40 - 49,47,7TH DIVISION                                           ,2ND PLATOON                                            ,12,1397
7755,POLICE OFFICER                     ,M,W ,40 - 49,42,7TH DIVISION                                           ,1ST PLATOON                                            ,14,1398
7759,POLICE OFFICER                     ,M,W ,50 - 59,51,COMMUNITY POLICING UNIT                                ,STAFF                                                  ,14,1399
7765,POLICE OFFICER                     ,M,W ,40 - 49,45,8TH DIVISION                                           ,1ST PLATOON                                            ,14,1400
7766,POLICE OFFICER                     ,M,W ,30 - 39,38,3RD DIVISION                                           ,3RD PLATOON                                            ,13,1401
7782,POLICE OFFICER                     ,M,W ,50 - 59,59,7TH DIVISION                                           ,DETECTIVES                                             ,14,1402
7778,POLICE OFFICER                     ,M,W ,40 - 49,42,8TH DIVISION                                           ,2ND PLATOON                                            ,13,1403
7773,POLICE RECRUIT                     ,M,W ,40 - 49,41,TRAINING                                               ,RECRUITS                                               ,122,1404
7777,POLICE OFFICER                     ,M,W ,40 - 49,40,FORMER EMPLOYEE                                        ,,13,1405
7775,POLICE OFFICER                     ,M,W ,40 - 49,43,6TH DIVISION                                           ,3RD PLATOON                                            ,13,1406
7781,POLICE OFFICER                     ,M,W ,30 - 39,38,2ND DIVISION                                           ,3RD PLATOON                                            ,13,1407
7788,POLICE RECRUIT                     ,M,W ,40 - 49,40,TRAINING                                               ,RECRUITS                                               ,0,1408
7783,POLICE OFFICER                     ,M,W ,30 - 39,37,3RD DIVISION                                           ,STAFF                                                  ,13,1409
7789,POLICE OFFICER                     ,M,A ,40 - 49,48,CIS HOMICIDE                                           ,SQUAD 2                                                ,13,1410
7780,POLICE OFFICER                     ,M,W ,30 - 39,36,2ND DIVISION                                           ,STAFF                                                  ,13,1411
7796,POLICE LIEUTENANT                  ,M,W ,30 - 39,37,COMMUNITY EVENTS UNIT                                  ,STAFF                                                  ,13,1412
7791,POLICE LIEUTENANT                  ,M,W ,40 - 49,42,SWAT UNIT                                              ,SQUAD 1                                                ,13,1413
7787,POLICE SERGEANT                    ,M,W ,40 - 49,40,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,13,1414
7793,POLICE OFFICER                     ,M,W ,40 - 49,42,5TH DIVISION                                           ,1ST PLATOON                                            ,13,1415
7807,POLICE SERGEANT                    ,M,B ,40 - 49,48,2ND DIVISION                                           ,2ND PLATOON                                            ,13,1416
7797,POLICE OFFICER                     ,M,W ,30 - 39,36,1ST DIVISION                                           ,BIKE PLATOON                                           ,13,1417
7798,POLICE OFFICER                     ,M,W ,50 - 59,52,FORMER EMPLOYEE                                        ,,13,1418
7767,POLICE OFFICER                     ,M,W ,40 - 49,40,1ST DIVISION                                           ,3RD PLATOON                                            ,13,1419
7769,POLICE SERGEANT                    ,M,W ,30 - 39,36,2ND DIVISION                                           ,DETECTIVES                                             ,13,1420
7792,POLICE OFFICER                     ,M,W ,50 - 59,52,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,13,1421
7883,POLICE OFFICER                     ,M,W ,40 - 49,43,3RD DIVISION                                           ,DETECTIVES                                             ,12,1422
7806,POLICE OFFICER                     ,M,W ,40 - 49,49,CHIEF`S STAFF                                          ,STAFF                                                  ,13,1423
7617,POLICE OFFICER                     ,M,W ,40 - 49,41,9TH DIVISION                                           ,STAFF                                                  ,15,1424
7809,POLICE MAJOR                       ,F,W ,30 - 39,36,1ST DIVISION                                           ,STAFF                                                  ,13,1425
7686,POLICE OFFICER                     ,M,W ,40 - 49,40,4TH DIVISION                                           ,DETECTIVES                                             ,12,1426
7864,POLICE OFFICER                     ,M,U ,30 - 39,34,6TH DIVISION                                           ,1ST PLATOON                                            ,12,1427
7618,POLICE LIEUTENANT                  ,M,W ,40 - 49,48,TRAINING                                               ,BASIC ACADEMY                                          ,15,1428
7805,POLICE OFFICER                     ,F,W ,40 - 49,40,1ST DIVISION                                           ,1ST PLATOON                                            ,13,1429
7566,POLICE LIEUTENANT                  ,M,W ,40 - 49,48,CIS SPECIAL VICTIMS                                    ,STAFF                                                  ,16,1430
7851,POLICE SERGEANT                    ,M,W ,40 - 49,46,6TH DIVISION                                           ,1ST PLATOON                                            ,12,1431
7619,POLICE OFFICER                     ,M,B ,40 - 49,49,4TH DIVISION                                           ,1ST PLATOON                                            ,15,1432
7810,POLICE OFFICER                     ,M,W ,40 - 49,45,1ST DIVISION                                           ,DETECTIVES                                             ,13,1433
7695,POLICE OFFICER                     ,M,W ,40 - 49,40,2ND DIVISION                                           ,DETECTIVES                                             ,14,1434
7567,POLICE OFFICER                     ,M,W ,40 - 49,47,4TH DIVISION                                           ,DETECTIVES                                             ,16,1435
7850,POLICE OFFICER                     ,M,W ,30 - 39,35,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,12,1436
7808,POLICE OFFICER                     ,M,W ,40 - 49,48,MOUNTED PATROL                                         ,STAFF                                                  ,9,1437
7691,POLICE OFFICER                     ,M,W ,40 - 49,41,CANINE UNIT                                            ,3RD PLATOON                                            ,14,1438
7620,POLICE OFFICER                     ,M,B ,30 - 39,38,1ST DIVISION                                           ,BIKE PLATOON                                           ,15,1439
7568,POLICE OFFICER                     ,M,W ,40 - 49,45,1ST DIVISION                                           ,FLEX PLATOON                                           ,16,1440
7688,POLICE OFFICER                     ,M,W ,40 - 49,41,3RD DIVISION                                           ,DETECTIVES                                             ,14,1441
7866,POLICE LIEUTENANT                  ,M,B ,30 - 39,37,4TH DIVISION                                           ,STAFF                                                  ,12,1442
7811,POLICE RECRUIT                     ,F,W ,30 - 39,38,FORMER EMPLOYEE                                        ,,122,1443
7621,POLICE OFFICER                     ,M,W ,40 - 49,40,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,15,1444
7570,POLICE OFFICER                     ,M,W ,50 - 59,53,5TH DIVISION                                           ,1ST PLATOON                                            ,16,1445
7571,POLICE SERGEANT                    ,M,W ,40 - 49,49,8TH DIVISION                                           ,2ND PLATOON                                            ,16,1446
7572,POLICE SERGEANT                    ,M,W ,OVER 60,60,SWAT UNIT                                              ,STAFF                                                  ,15,1447
7573,POLICE OFFICER                     ,M,W ,30 - 39,39,RECORDS MANAGEMENT                                     ,LMPD SERVICE CENTER                                    ,15,1448
7575,POLICE OFFICER                     ,M,W ,30 - 39,37,INSPECTIONS AND COMPLIANCE UNIT                        ,STAFF                                                  ,15,1449
7577,POLICE OFFICER                     ,M,W ,30 - 39,39,MAJOR CASE UNIT                                        ,FEDERAL TASK FORCES                                    ,15,1450
7578,POLICE SERGEANT                    ,M,W ,40 - 49,48,TRAFFIC                                                ,2ND PLATOON                                            ,15,1451
7579,POLICE OFFICER                     ,M,B ,50 - 59,52,PROPERTY ROOM SECTION                                  ,STAFF                                                  ,15,1452
7580,POLICE OFFICER                     ,M,U ,40 - 49,43,FORMER EMPLOYEE                                        ,,15,1453
7581,POLICE OFFICER                     ,F,W ,40 - 49,49,4TH DIVISION                                           ,DETECTIVES 1                                           ,15,1454
7582,DEPUTY POLICE CHIEF                ,M,B ,30 - 39,39,CHIEF`S STAFF                                          ,STAFF                                                  ,15,1455
7583,POLICE LIEUTENANT                  ,M,W ,50 - 59,51,COMMUNITY EVENTS UNIT                                  ,STAFF                                                  ,15,1456
7584,POLICE OFFICER                     ,M,B ,40 - 49,41,2ND DIVISION                                           ,DETECTIVES                                             ,15,1457
7585,POLICE OFFICER                     ,M,W ,40 - 49,42,3RD DIVISION                                           ,1ST PLATOON                                            ,15,1458
7586,POLICE SERGEANT                    ,M,W ,40 - 49,40,CIS HOMICIDE                                           ,SQUAD 1                                                ,15,1459
7587,POLICE OFFICER                     ,M,W ,40 - 49,48,6TH DIVISION                                           ,3RD PLATOON                                            ,15,1460
7588,POLICE OFFICER                     ,M,A ,50 - 59,53,TRAINING                                               ,RECRUITING AND SELECTION                               ,16,1461
7589,POLICE OFFICER                     ,F,W ,30 - 39,39,TRAINING                                               ,SPECIAL PROJECTS UNIT                                  ,15,1462
7590,POLICE OFFICER                     ,M,W ,40 - 49,48,CIS ROBBERY                                            ,2ND PLATOON                                            ,15,1463
7591,POLICE SERGEANT                    ,M,W ,40 - 49,40,WELLNESS UNIT                                          ,STAFF                                                  ,15,1464
7592,POLICE OFFICER                     ,M,W ,40 - 49,45,4TH DIVISION                                           ,DETECTIVES                                             ,15,1465
7593,POLICE OFFICER                     ,M,W ,40 - 49,42,FORMER EMPLOYEE                                        ,,15,1466
7594,POLICE OFFICER                     ,M,W ,40 - 49,41,MAJOR CASE UNIT                                        ,MAJOR CASE SQUAD                                       ,15,1467
7595,POLICE OFFICER                     ,F,W ,40 - 49,44,PUBLIC INFORMATION OFFICE                              ,STAFF                                                  ,15,1468
7596,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,CRIMINAL INTERDICTION                                  ,STAFF                                                  ,15,1469
7598,POLICE OFFICER                     ,M,W ,40 - 49,48,CIS ROBBERY                                            ,2ND PLATOON                                            ,15,1470
7599,POLICE SERGEANT                    ,M,W ,40 - 49,49,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,15,1471
7600,POLICE OFFICER                     ,F,W ,30 - 39,39,MAJOR CRIME DIVISION                                   ,FUGITIVE APPREHENSION SQUAD                            ,15,1472
7602,POLICE LIEUTENANT                  ,M,W ,40 - 49,40,ADMINISTRATIVE BUREAU                                  ,STAFF                                                  ,15,1473
7603,POLICE OFFICER                     ,M,B ,40 - 49,42,4TH DIVISION                                           ,SUPPORT PLATOON                                        ,15,1474
7604,POLICE OFFICER                     ,M,W ,40 - 49,40,2ND DIVISION                                           ,3RD PLATOON                                            ,15,1475
7605,POLICE OFFICER                     ,M,W ,40 - 49,47,5TH DIVISION                                           ,RECRUITS                                               ,15,1476
7683,POLICE SERGEANT                    ,M,W ,40 - 49,41,TRAINING                                               ,SPECIAL PROJECTS UNIT                                  ,14,1477
7882,POLICE SERGEANT                    ,M,W ,30 - 39,37,CIS ROBBERY                                            ,2ND PLATOON                                            ,12,1478
7799,POLICE OFFICER                     ,M,W ,50 - 59,56,7TH DIVISION                                           ,1ST PLATOON                                            ,13,1479
7622,POLICE OFFICER                     ,M,W ,50 - 59,52,8TH DIVISION                                           ,RESOURCE OFFICERS                                      ,15,1480
7678,POLICE SERGEANT                    ,M,B ,50 - 59,54,8TH DIVISION                                           ,1ST PLATOON                                            ,14,1481
7863,POLICE OFFICER                     ,M,H ,30 - 39,39,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,12,1482
7785,POLICE SERGEANT                    ,M,B ,50 - 59,55,5TH DIVISION                                           ,1ST PLATOON                                            ,13,1483
7623,POLICE OFFICER                     ,M,W ,50 - 59,50,9TH DIVISION                                           ,SQUAD 3                                                ,15,1484
7676,POLICE OFFICER                     ,M,H ,50 - 59,53,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,14,1485
7862,POLICE OFFICER                     ,M,W ,50 - 59,51,1ST DIVISION                                           ,BIKE PLATOON                                           ,12,1486
7804,POLICE SERGEANT                    ,M,W ,30 - 39,38,7TH DIVISION                                           ,2ND PLATOON                                            ,13,1487
7624,POLICE OFFICER                     ,M,B ,OVER 60,62,2ND DIVISION                                           ,3RD PLATOON                                            ,15,1488
7705,POLICE SERGEANT                    ,M,W ,40 - 49,41,4TH DIVISION                                           ,1ST PLATOON                                            ,14,1489
7876,POLICE OFFICER                     ,M,B ,50 - 59,54,8TH DIVISION                                           ,RESOURCE OFFICERS                                      ,12,1490
7812,POLICE OFFICER                     ,M,W ,40 - 49,40,7TH DIVISION                                           ,1ST PLATOON                                            ,13,1491
7626,POLICE SERGEANT                    ,M,B ,40 - 49,43,1ST DIVISION                                           ,BIKE PLATOON                                           ,15,1492
7627,POLICE OFFICER                     ,M,W ,40 - 49,40,VIOLENT CRIME UNIT                                     ,PLACE BASED INVESTIGATIONS                             ,15,1493
7628,POLICE OFFICER                     ,M,W ,30 - 39,39,TRAFFIC                                                ,1ST PLATOON                                            ,15,1494
7629,POLICE OFFICER                     ,M,W ,40 - 49,43,FORMER EMPLOYEE                                        ,,15,1495
7630,POLICE RECRUIT                     ,M,W ,40 - 49,41,FORMER EMPLOYEE                                        ,,0,1496
7631,POLICE OFFICER                     ,M,W ,50 - 59,51,8TH DIVISION                                           ,1ST PLATOON                                            ,15,1497
7632,POLICE OFFICER                     ,M,W ,40 - 49,45,5TH DIVISION                                           ,1ST PLATOON                                            ,15,1498
7633,POLICE OFFICER                     ,M,W ,40 - 49,40,8TH DIVISION                                           ,2ND PLATOON                                            ,15,1499
7634,POLICE SERGEANT                    ,M,W ,40 - 49,42,5TH DIVISION                                           ,2ND PLATOON                                            ,15,1500
7635,POLICE LIEUTENANT                  ,M,W ,40 - 49,44,1ST DIVISION                                           ,STAFF                                                  ,15,1501
7636,POLICE SERGEANT                    ,M,W ,30 - 39,39,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,15,1502
7637,POLICE OFFICER                     ,M,W ,40 - 49,43,PROPERTY ROOM SECTION                                  ,EVIDENCE TECH TEAM                                     ,15,1503
7638,POLICE SERGEANT                    ,M,W ,30 - 39,38,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,15,1504
7639,POLICE RECRUIT                     ,M,W ,50 - 59,57,FORMER EMPLOYEE                                        ,,0,1505
7640,POLICE OFFICER                     ,M,W ,40 - 49,43,AIR PATROL                                             ,STAFF                                                  ,15,1506
7641,POLICE SERGEANT                    ,M,W ,40 - 49,42,MOUNTED PATROL                                         ,STAFF                                                  ,15,1507
7642,POLICE SERGEANT                    ,M,W ,40 - 49,41,7TH DIVISION                                           ,1ST PLATOON                                            ,15,1508
7643,POLICE OFFICER                     ,M,W ,40 - 49,41,MAJOR CRIME DIVISION                                   ,FUGITIVE APPREHENSION SQUAD                            ,15,1509
7644,POLICE OFFICER                     ,M,W ,40 - 49,41,MAJOR CASE UNIT                                        ,INTERDICTION SQUAD                                     ,15,1510
7645,POLICE SERGEANT                    ,M,W ,40 - 49,43,3RD DIVISION                                           ,1ST PLATOON                                            ,15,1511
7646,POLICE MAJOR                       ,F,W ,30 - 39,38,ADMINISTRATIVE SERVICES DIVISION                       ,STAFF                                                  ,15,1512
7647,POLICE OFFICER                     ,M,W ,50 - 59,52,4TH DIVISION                                           ,STAFF                                                  ,15,1513
7648,POLICE OFFICER                     ,M,W ,30 - 39,39,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,15,1514
7649,POLICE OFFICER                     ,M,W ,50 - 59,50,3RD DIVISION                                           ,2ND PLATOON                                            ,15,1515
7650,POLICE SERGEANT                    ,M,W ,40 - 49,42,4TH DIVISION                                           ,DETECTIVES                                             ,15,1516
7651,POLICE OFFICER                     ,M,W ,40 - 49,44,SWAT UNIT                                              ,SQUAD 2                                                ,15,1517
7652,POLICE SERGEANT                    ,M,W ,40 - 49,40,6TH DIVISION                                           ,1ST PLATOON                                            ,15,1518
7653,POLICE OFFICER                     ,F,W ,30 - 39,38,1ST DIVISION                                           ,2ND PLATOON                                            ,15,1519
7654,POLICE RECRUIT                     ,F,W ,40 - 49,40,BUSINESS OFFICE                                        ,STAFF                                                  ,0,1520
7655,POLICE SERGEANT                    ,M,W ,40 - 49,45,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,15,1521
7656,POLICE OFFICER                     ,F,W ,30 - 39,38,2ND DIVISION                                           ,1ST PLATOON                                            ,15,1522
7713,POLICE OFFICER                     ,M,W ,30 - 39,39,8TH DIVISION                                           ,DETECTIVES                                             ,14,1523
7869,POLICE OFFICER                     ,M,B ,30 - 39,38,SUPPORT UNIT                                           ,SCRIPT TEAM                                            ,12,1524
7861,POLICE OFFICER                     ,F,W ,40 - 49,41,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,12,1525
7860,POLICE OFFICER                     ,M,W ,50 - 59,55,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,12,1526
7784,POLICE SERGEANT                    ,M,W ,30 - 39,36,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,13,1527
7707,POLICE OFFICER                     ,M,W ,50 - 59,56,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,14,1528
7859,POLICE OFFICER                     ,F,W ,30 - 39,36,8TH DIVISION                                           ,2ND PLATOON                                            ,12,1529
7813,POLICE OFFICER                     ,M,W ,40 - 49,45,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,13,1530
7717,POLICE RECRUIT                     ,M,W ,40 - 49,42,TRAINING                                               ,RECRUITS                                               ,0,1531
7877,POLICE OFFICER                     ,M,W ,30 - 39,39,SWAT UNIT                                              ,SQUAD 2                                                ,12,1532
7840,POLICE OFFICER                     ,M,W ,40 - 49,48,TRAFFIC                                                ,2ND PLATOON                                            ,12,1533
7715,POLICE SERGEANT                    ,M,W ,30 - 39,37,3RD DIVISION                                           ,STAFF                                                  ,14,1534
7875,POLICE OFFICER                     ,M,A ,40 - 49,41,2ND DIVISION                                           ,3RD PLATOON                                            ,12,1535
7814,POLICE SERGEANT                    ,M,W ,30 - 39,38,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,13,1536
7712,POLICE OFFICER                     ,M,W ,40 - 49,42,TECHNICAL SERVICES                                     ,TECHNICAL SERVICES                                     ,14,1537
7878,POLICE OFFICER                     ,M,W ,30 - 39,34,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,12,1538
7815,POLICE OFFICER                     ,M,W ,40 - 49,42,CIS HOMICIDE                                           ,SQUAD 4                                                ,13,1539
7816,POLICE RECRUIT                     ,M,W ,40 - 49,45,FORMER EMPLOYEE                                        ,,122,1540
7817,POLICE OFFICER                     ,M,W ,30 - 39,39,3RD DIVISION                                           ,1ST PLATOON                                            ,13,1541
7818,POLICE OFFICER                     ,M,W ,40 - 49,49,2ND DIVISION                                           ,DETECTIVES                                             ,13,1542
7837,POLICE OFFICER                     ,M,B ,40 - 49,47,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,13,1543
7819,POLICE OFFICER                     ,M,W ,40 - 49,40,6TH DIVISION                                           ,DETECTIVES                                             ,13,1544
7820,POLICE SERGEANT                    ,M,W ,30 - 39,35,SWAT UNIT                                              ,SQUAD 1                                                ,13,1545
7821,POLICE SERGEANT                    ,M,W ,30 - 39,36,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,13,1546
7822,POLICE OFFICER                     ,M,W ,30 - 39,37,SWAT UNIT                                              ,SQUAD 2                                                ,13,1547
7823,POLICE OFFICER                     ,M,W ,30 - 39,39,1ST DIVISION                                           ,1ST PLATOON                                            ,13,1548
7824,POLICE OFFICER                     ,M,W ,40 - 49,42,AIR PATROL                                             ,STAFF                                                  ,13,1549
7825,POLICE RECRUIT                     ,M,W ,50 - 59,51,TRAINING                                               ,RECRUITS                                               ,122,1550
7826,POLICE SERGEANT                    ,M,W ,40 - 49,40,CIS HOMICIDE                                           ,SQUAD 3                                                ,12,1551
7827,POLICE OFFICER                     ,M,W ,40 - 49,46,7TH DIVISION                                           ,2ND PLATOON                                            ,13,1552
7828,POLICE SERGEANT                    ,M,W ,30 - 39,39,6TH DIVISION                                           ,2ND PLATOON                                            ,13,1553
7849,POLICE OFFICER                     ,M,W ,40 - 49,46,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,13,1554
7848,POLICE OFFICER                     ,F,W ,40 - 49,41,1ST DIVISION                                           ,BIKE PLATOON                                           ,13,1555
7847,POLICE OFFICER                     ,M,W ,30 - 39,38,4TH DIVISION                                           ,DETECTIVES                                             ,13,1556
7829,POLICE OFFICER                     ,M,B ,40 - 49,44,7TH DIVISION                                           ,RESOURCE OFFICERS                                      ,13,1557
7830,POLICE OFFICER                     ,M,W ,40 - 49,47,6TH DIVISION                                           ,1ST PLATOON                                            ,13,1558
7831,POLICE OFFICER                     ,M,W ,30 - 39,37,8TH DIVISION                                           ,1ST PLATOON                                            ,13,1559
7832,POLICE RECRUIT                     ,M,W ,30 - 39,37,FORMER EMPLOYEE                                        ,,122,1560
7709,POLICE OFFICER                     ,M,H ,50 - 59,59,3RD DIVISION                                           ,2ND PLATOON                                            ,14,1561
7711,POLICE RECRUIT                     ,M,W ,40 - 49,41,FORMER EMPLOYEE                                        ,,0,1562
7879,POLICE SERGEANT                    ,M,W ,30 - 39,35,2ND DIVISION                                           ,1ST PLATOON                                            ,12,1563
7706,POLICE SERGEANT                    ,M,W ,30 - 39,38,CIS HOMICIDE                                           ,SQUAD 2                                                ,14,1564
7752,POLICE OFFICER                     ,M,B ,30 - 39,36,CHIEF`S STAFF                                          ,STAFF                                                  ,14,1565
7884,POLICE OFFICER                     ,M,W ,30 - 39,38,TRAINING                                               ,BASIC ACADEMY                                          ,12,1566
7727,POLICE LIEUTENANT                  ,M,W ,40 - 49,44,6TH DIVISION                                           ,STAFF                                                  ,14,1567
7858,POLICE OFFICER                     ,M,W ,30 - 39,36,8TH DIVISION                                           ,1ST PLATOON                                            ,12,1568
7730,POLICE OFFICER                     ,M,W ,40 - 49,43,7TH DIVISION                                           ,1ST PLATOON                                            ,14,1569
7886,POLICE OFFICER                     ,M,W ,40 - 49,44,FOCUSED INTELLIGENCE UNIT                              ,MAJOR CASE SQUAD                                       ,12,1570
7724,POLICE SERGEANT                    ,M,W ,40 - 49,47,CHIEF`S STAFF                                          ,STAFF                                                  ,14,1571
7885,POLICE LIEUTENANT                  ,F,W ,30 - 39,37,6TH DIVISION                                           ,2ND PLATOON                                            ,12,1572
7720,POLICE OFFICER                     ,M,W ,40 - 49,43,TRAFFIC                                                ,1ST PLATOON                                            ,14,1573
7887,POLICE OFFICER                     ,M,B ,30 - 39,35,6TH DIVISION                                           ,1ST PLATOON                                            ,12,1574
7718,POLICE OFFICER                     ,M,W ,50 - 59,54,1ST DIVISION                                           ,3RD PLATOON                                            ,14,1575
7868,POLICE OFFICER                     ,M,W ,50 - 59,57,1ST DIVISION                                           ,3RD PLATOON                                            ,12,1576
7728,POLICE SERGEANT                    ,M,W ,30 - 39,38,CRIMINAL INTERDICTION                                  ,STAFF                                                  ,14,1577
7880,POLICE OFFICER                     ,M,W ,40 - 49,47,CIS HOMICIDE                                           ,SQUAD 2                                                ,12,1578
7726,POLICE SERGEANT                    ,M,W ,30 - 39,38,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,14,1579
7855,POLICE OFFICER                     ,F,B ,40 - 49,44,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,12,1580
7725,POLICE SERGEANT                    ,F,W ,40 - 49,40,CANINE UNIT                                            ,STAFF                                                  ,14,1581
7872,POLICE OFFICER                     ,M,W ,40 - 49,41,4TH DIVISION                                           ,1ST PLATOON                                            ,12,1582
7729,POLICE RECRUIT                     ,M,W ,30 - 39,39,FORMER EMPLOYEE                                        ,,0,1583
7719,POLICE OFFICER                     ,M,W ,30 - 39,37,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,14,1584
7857,POLICE OFFICER                     ,M,W ,30 - 39,37,SUPPORT UNIT                                           ,SCRIPT TEAM                                            ,12,1585
7722,POLICE OFFICER                     ,M,W ,30 - 39,38,6TH DIVISION                                           ,DETECTIVES                                             ,14,1586
7856,POLICE RECRUIT                     ,M,W ,30 - 39,35,TRAINING                                               ,RECRUITS                                               ,122,1587
7738,POLICE OFFICER                     ,M,W ,30 - 39,38,TRAINING                                               ,BASIC ACADEMY                                          ,14,1588
7852,POLICE SERGEANT                    ,F,W ,50 - 59,51,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,12,1589
7731,POLICE OFFICER                     ,M,B ,40 - 49,47,FORMER EMPLOYEE                                        ,,14,1590
7871,POLICE SERGEANT                    ,M,W ,30 - 39,36,3RD DIVISION                                           ,2ND PLATOON                                            ,12,1591
7735,POLICE OFFICER                     ,M,W ,30 - 39,39,7TH DIVISION                                           ,2ND PLATOON                                            ,14,1592
7870,POLICE OFFICER                     ,M,W ,30 - 39,38,8TH DIVISION                                           ,2ND PLATOON                                            ,12,1593
7742,POLICE SERGEANT                    ,M,W ,30 - 39,37,SUPPORT UNIT                                           ,SCRIPT TEAM                                            ,14,1594
7873,POLICE RECRUIT                     ,F,W ,30 - 39,38,TRAINING                                               ,RECRUITS                                               ,122,1595
7747,POLICE RECRUIT                     ,M,W ,30 - 39,37,TRAINING                                               ,RECRUITS                                               ,0,1596
7867,POLICE OFFICER                     ,M,A ,30 - 39,36,6TH DIVISION                                           ,1ST PLATOON                                            ,12,1597
7739,POLICE OFFICER                     ,M,W ,40 - 49,44,6TH DIVISION                                           ,1ST PLATOON                                            ,14,1598
7874,POLICE RECRUIT                     ,M,U ,40 - 49,42,TRAINING                                               ,RECRUITS                                               ,122,1599
